SUM_Measure_1,SUM_Measure_2,SUM_Measure_3,SUM_Measure_4,SUM_Measure_5,SUM_Measure_6,SUM_Measure_7,SUM_Measure_8,SUM_Measure_9,SUM_Measure_10,CNT_Measure_1,CNT_Measure_2,CNT_Measure_3,CNT_Measure_4,CNT_Measure_5,AVG_Measure_1,AVG_Measure_2,AVG_Measure_3,AVG_Measure_4,AVG_Measure_5,Key_Dim_1,Key_Dim_2,Key_Dim_3,Key_Dim_4,Key_Dim_5,Key_Dim_6,Key_Dim_7,Key_Dim_8,Key_Dim_9,Key_Dim_10,Other_Field_1,Other_Field_2,Other_Field_3,Other_Field_4,Other_Field_5,Other_Field_6,Other_Field_7,Other_Field_8,Other_Field_9,Other_Field_10,DateKey
392731.46,278957.16,113774.3,73369.62,,,,,,,1110,130,,,,0.2897,58.7,,,,Corporate,SA,Receivable,Direct Debit,,,,,,,Delta Force Services,INV-01110,Disputed,,,,,,,,2023-10-07
324222.77,286126.59,38096.18,57593.01,,,,,,,1111,157,,,,0.1175,83.0,,,,Corporate,QLD,Payable,Credit Card,,,,,,,Eclipse Group,INV-01111,Credit note issued,,,,,,,,2024-12-21
200731.75,183328.31,17403.44,33202.5,,,,,,,1112,155,,,,0.0867,54.4,,,,Wholesale,VIC,Accrual,Cheque,,,,,,,Acme Corp,INV-01112,Paid on time,,,,,,,,2024-10-03
220484.6,139434.46,81050.14,55518.22,,,,,,,1113,171,,,,0.3676,113.3,,,,Government,QLD,Accrual,Direct Debit,,,,,,,Summit Consulting,INV-01113,Overdue 30 days,,,,,,,,2024-11-14
498199.86,369813.76,128386.1,145348.49,,,,,,,1114,115,,,,0.2577,82.7,,,,Wholesale,VIC,Accrual,Credit Card,,,,,,,Harbour Bridge Co,INV-01114,,,,,,,,,2024-10-27
333565.05,199338.47,134226.58,42456.32,,,,,,,1115,149,,,,0.4024,71.6,,,,Wholesale,VIC,Receivable,Credit Card,,,,,,,Delta Force Services,INV-01115,Paid on time,,,,,,,,2023-08-24
268686.67,195281.47,73405.2,41369.23,,,,,,,1116,149,,,,0.2732,84.3,,,,Retail,VIC,Accrual,Direct Debit,,,,,,,Omega Technologies,INV-01116,Disputed,,,,,,,,2024-12-24
447462.81,331883.17,115579.64,73990.83,,,,,,,1117,164,,,,0.2583,36.9,,,,Corporate,QLD,Payable,Direct Debit,,,,,,,Clarity Health,INV-01117,Disputed,,,,,,,,2024-11-22
399000.96,273315.66,125685.3,91907.97,,,,,,,1118,185,,,,0.315,110.8,,,,Corporate,WA,Accrual,Direct Debit,,,,,,,Titan Resources,INV-01118,,,,,,,,,2023-01-03
74350.28,60149.38,14200.9,8432.87,,,,,,,1119,194,,,,0.191,24.5,,,,Government,WA,Accrual,Direct Debit,,,,,,,Southern Cross Ltd,INV-01119,,,,,,,,,2023-09-19
473287.62,399644.07,73643.55,138968.15,,,,,,,1120,128,,,,0.1556,28.2,,,,Retail,QLD,Payable,EFT,,,,,,,Southern Cross Ltd,INV-01120,Overdue 30 days,,,,,,,,2023-12-30
136797.31,116209.31,20588.0,20607.0,,,,,,,1121,105,,,,0.1505,16.8,,,,Wholesale,NSW,Accrual,Direct Debit,,,,,,,Delta Force Services,INV-01121,Disputed,,,,,,,,2024-04-11
371911.49,224560.16,147351.33,47402.95,,,,,,,1122,131,,,,0.3962,45.8,,,,Retail,SA,Accrual,Cheque,,,,,,,Clarity Health,INV-01122,,,,,,,,,2023-01-23
412009.95,324045.83,87964.12,92895.84,,,,,,,1123,130,,,,0.2135,34.6,,,,Corporate,NSW,Accrual,EFT,,,,,,,Precision Works,INV-01123,Disputed,,,,,,,,2023-07-12
460598.49,284097.15,176501.34,111425.45,,,,,,,1124,164,,,,0.3832,105.5,,,,Government,WA,Payable,Credit Card,,,,,,,Metro Solutions,INV-01124,Overdue 30 days,,,,,,,,2024-11-18
315969.74,209582.73,106387.01,80851.31,,,,,,,1125,116,,,,0.3367,32.8,,,,Retail,NSW,Payable,EFT,,,,,,,Frontier Co,INV-01125,Credit note issued,,,,,,,,2024-09-22
486744.25,318963.51,167780.74,96479.09,,,,,,,1126,104,,,,0.3447,50.0,,,,Wholesale,SA,Receivable,Cheque,,,,,,,Greenfield Enterprises,INV-01126,Overdue 30 days,,,,,,,,2024-11-01
400328.16,233271.22,167056.94,86501.21,,,,,,,1127,198,,,,0.4173,54.7,,,,Retail,QLD,Receivable,Direct Debit,,,,,,,Acme Corp,INV-01127,,,,,,,,,2023-07-04
208106.23,146048.95,62057.28,24793.05,,,,,,,1128,114,,,,0.2982,98.2,,,,Wholesale,QLD,Accrual,Credit Card,,,,,,,Global Tech,INV-01128,Disputed,,,,,,,,2023-01-07
332380.02,252043.77,80336.25,92857.0,,,,,,,1129,192,,,,0.2417,50.3,,,,Wholesale,NSW,Payable,EFT,,,,,,,Acme Corp,INV-01129,Credit note issued,,,,,,,,2023-06-06
453705.2,253485.1,200220.1,55237.24,,,,,,,1130,170,,,,0.4413,74.6,,,,Corporate,QLD,Receivable,Direct Debit,,,,,,,Sunrise Holdings,INV-01130,Disputed,,,,,,,,2024-04-02
157643.05,97155.41,60487.64,17142.96,,,,,,,1131,131,,,,0.3837,19.1,,,,Wholesale,WA,Payable,Credit Card,,,,,,,Pacific Innovations,INV-01131,Paid on time,,,,,,,,2024-02-28
241243.28,195262.31,45980.97,65420.05,,,,,,,1132,122,,,,0.1906,34.4,,,,Government,NSW,Payable,Cheque,,,,,,,Velocity Partners,INV-01132,Credit note issued,,,,,,,,2023-01-23
238333.97,212546.23,25787.74,45459.3,,,,,,,1133,142,,,,0.1082,47.2,,,,Government,WA,Receivable,EFT,,,,,,,Clarity Health,INV-01133,Paid on time,,,,,,,,2024-02-19
333075.5,253403.84,79671.66,37134.13,,,,,,,1134,158,,,,0.2392,89.6,,,,Retail,NSW,Receivable,Cheque,,,,,,,Frontier Co,INV-01134,,,,,,,,,2024-03-23
297436.61,277597.59,19839.02,64189.63,,,,,,,1135,140,,,,0.0667,60.9,,,,Retail,NSW,Receivable,EFT,,,,,,,Nexus Digital,INV-01135,Credit note issued,,,,,,,,2023-04-04
432226.45,332166.03,100060.42,102710.49,,,,,,,1136,125,,,,0.2315,99.1,,,,Wholesale,QLD,Receivable,Credit Card,,,,,,,Catalyst Ventures,INV-01136,,,,,,,,,2023-08-25
57514.1,34738.52,22775.58,8887.58,,,,,,,1137,136,,,,0.396,90.7,,,,Corporate,NSW,Payable,Cheque,,,,,,,Omega Technologies,INV-01137,Under review,,,,,,,,2024-03-28
311756.76,272693.64,39063.12,84840.62,,,,,,,1138,190,,,,0.1253,68.1,,,,Retail,VIC,Payable,Credit Card,,,,,,,Summit Consulting,INV-01138,,,,,,,,,2023-09-29
235519.18,173978.02,61541.16,39300.05,,,,,,,1139,187,,,,0.2613,46.4,,,,Retail,SA,Receivable,Credit Card,,,,,,,Frontier Co,INV-01139,Under review,,,,,,,,2023-11-08
80970.8,51829.41,29141.39,22767.67,,,,,,,1140,141,,,,0.3599,88.1,,,,Retail,QLD,Receivable,EFT,,,,,,,Momentum Capital,INV-01140,Paid on time,,,,,,,,2023-07-14
177994.94,113934.56,64060.38,43551.98,,,,,,,1141,128,,,,0.3599,117.9,,,,Wholesale,VIC,Receivable,Cheque,,,,,,,Omega Technologies,INV-01141,,,,,,,,,2024-01-13
364956.2,318460.78,46495.42,87630.16,,,,,,,1142,106,,,,0.1274,10.3,,,,Corporate,NSW,Payable,Cheque,,,,,,,Harbour Bridge Co,INV-01142,Overdue 30 days,,,,,,,,2024-04-04
64852.18,44832.31,20019.87,7728.98,,,,,,,1143,159,,,,0.3087,11.2,,,,Corporate,WA,Receivable,EFT,,,,,,,Metro Solutions,INV-01143,Disputed,,,,,,,,2024-12-21
365031.97,255887.41,109144.56,76788.08,,,,,,,1144,187,,,,0.299,101.8,,,,Wholesale,VIC,Accrual,Direct Debit,,,,,,,Pacific Innovations,INV-01144,Overdue 30 days,,,,,,,,2024-10-19
428255.43,314510.79,113744.64,75431.39,,,,,,,1145,113,,,,0.2656,59.9,,,,Government,QLD,Receivable,Cheque,,,,,,,Momentum Capital,INV-01145,Under review,,,,,,,,2024-05-20
478327.88,409113.84,69214.04,113786.76,,,,,,,1146,172,,,,0.1447,36.3,,,,Retail,NSW,Accrual,Cheque,,,,,,,Frontier Co,INV-01146,Disputed,,,,,,,,2024-08-26
87783.0,70103.5,17679.5,22280.7,,,,,,,1147,124,,,,0.2014,37.2,,,,Retail,WA,Accrual,Credit Card,,,,,,,Summit Consulting,INV-01147,Disputed,,,,,,,,2024-10-21
274805.44,203988.08,70817.36,66689.11,,,,,,,1148,132,,,,0.2577,89.5,,,,Retail,WA,Payable,Cheque,,,,,,,Greenfield Enterprises,INV-01148,Paid on time,,,,,,,,2023-12-09
306920.25,177215.75,129704.5,53318.7,,,,,,,1149,102,,,,0.4226,83.0,,,,Government,QLD,Receivable,Cheque,,,,,,,Summit Consulting,INV-01149,Paid on time,,,,,,,,2023-01-13
261038.24,156022.56,105015.68,42827.91,,,,,,,1150,118,,,,0.4023,81.8,,,,Wholesale,WA,Receivable,Credit Card,,,,,,,Crystal Clear Systems,INV-01150,Under review,,,,,,,,2023-05-12
490186.92,302886.5,187300.42,113492.78,,,,,,,1151,200,,,,0.3821,91.4,,,,Retail,NSW,Accrual,Direct Debit,,,,,,,Phoenix Rising,INV-01151,Under review,,,,,,,,2023-05-01
61875.3,43776.77,18098.53,17811.31,,,,,,,1152,128,,,,0.2925,58.0,,,,Retail,SA,Accrual,EFT,,,,,,,Eclipse Group,INV-01152,Disputed,,,,,,,,2024-08-08
51569.68,37527.26,14042.42,11898.99,,,,,,,1153,106,,,,0.2723,15.4,,,,Wholesale,VIC,Payable,Direct Debit,,,,,,,Clarity Health,INV-01153,Paid on time,,,,,,,,2024-06-24
60855.44,35198.79,25656.65,15850.0,,,,,,,1154,185,,,,0.4216,85.9,,,,Government,WA,Payable,Direct Debit,,,,,,,Global Tech,INV-01154,Under review,,,,,,,,2023-10-12
351961.06,269003.84,82957.22,84305.98,,,,,,,1155,164,,,,0.2357,24.2,,,,Retail,NSW,Accrual,Cheque,,,,,,,Crystal Clear Systems,INV-01155,,,,,,,,,2024-11-02
397808.74,282444.21,115364.53,71703.61,,,,,,,1156,155,,,,0.29,13.1,,,,Government,WA,Receivable,Cheque,,,,,,,Momentum Capital,INV-01156,Disputed,,,,,,,,2024-02-04
362913.82,263039.94,99873.88,44425.63,,,,,,,1157,175,,,,0.2752,99.9,,,,Wholesale,NSW,Payable,EFT,,,,,,,Apex Industries,INV-01157,Disputed,,,,,,,,2024-02-15
158071.16,91523.2,66547.96,42170.49,,,,,,,1158,194,,,,0.421,82.9,,,,Corporate,SA,Accrual,Credit Card,,,,,,,Greenfield Enterprises,INV-01158,Under review,,,,,,,,2023-02-19
273195.1,247979.19,25215.91,52834.6,,,,,,,1159,134,,,,0.0923,106.7,,,,Government,WA,Receivable,Cheque,,,,,,,Titan Resources,INV-01159,Under review,,,,,,,,2024-07-18
108822.97,98463.02,10359.95,26703.81,,,,,,,1160,133,,,,0.0952,66.1,,,,Corporate,WA,Payable,Credit Card,,,,,,,Greenfield Enterprises,INV-01160,Credit note issued,,,,,,,,2024-09-29
350000.49,200200.28,149800.21,80822.49,,,,,,,1161,139,,,,0.428,33.8,,,,Wholesale,QLD,Payable,Direct Debit,,,,,,,Catalyst Ventures,INV-01161,Under review,,,,,,,,2023-07-01
207800.57,133158.61,74641.96,55788.36,,,,,,,1162,178,,,,0.3592,32.0,,,,Government,QLD,Payable,EFT,,,,,,,Blue Ocean Pty Ltd,INV-01162,Overdue 30 days,,,,,,,,2024-05-17
100371.17,91779.4,8591.77,18472.89,,,,,,,1163,174,,,,0.0856,73.3,,,,Wholesale,QLD,Receivable,EFT,,,,,,,Apex Industries,INV-01163,,,,,,,,,2023-03-20
160392.06,116765.42,43626.64,33900.83,,,,,,,1164,105,,,,0.272,45.3,,,,Government,SA,Receivable,Direct Debit,,,,,,,Greenfield Enterprises,INV-01164,Paid on time,,,,,,,,2023-08-30
198240.82,162042.05,36198.77,36616.1,,,,,,,1165,121,,,,0.1826,15.9,,,,Corporate,SA,Payable,Cheque,,,,,,,Omega Technologies,INV-01165,Credit note issued,,,,,,,,2023-05-07
101181.37,73518.38,27662.99,18278.03,,,,,,,1166,185,,,,0.2734,74.8,,,,Corporate,QLD,Receivable,Direct Debit,,,,,,,Harbour Bridge Co,INV-01166,Credit note issued,,,,,,,,2023-06-19
410289.6,367209.19,43080.41,59166.08,,,,,,,1167,156,,,,0.105,80.9,,,,Government,QLD,Receivable,Credit Card,,,,,,,Eclipse Group,INV-01167,,,,,,,,,2023-10-11
358547.04,224307.03,134240.01,67362.17,,,,,,,1168,197,,,,0.3744,80.9,,,,Retail,QLD,Payable,Direct Debit,,,,,,,Nexus Digital,INV-01168,,,,,,,,,2024-05-21
376146.74,239831.16,136315.58,79934.49,,,,,,,1169,158,,,,0.3624,43.1,,,,Retail,VIC,Accrual,Cheque,,,,,,,Apex Industries,INV-01169,Disputed,,,,,,,,2024-10-18
193669.17,156891.39,36777.78,38846.33,,,,,,,1170,189,,,,0.1899,18.4,,,,Corporate,WA,Payable,EFT,,,,,,,Eclipse Group,INV-01170,Paid on time,,,,,,,,2024-04-15
121064.51,85035.71,36028.8,24589.88,,,,,,,1171,193,,,,0.2976,96.6,,,,Government,SA,Accrual,Cheque,,,,,,,Delta Force Services,INV-01171,,,,,,,,,2023-12-27
496315.1,434474.24,61840.86,110361.75,,,,,,,1172,125,,,,0.1246,31.9,,,,Retail,WA,Accrual,Direct Debit,,,,,,,Delta Force Services,INV-01172,Under review,,,,,,,,2024-06-17
291698.2,239250.86,52447.34,52490.26,,,,,,,1173,197,,,,0.1798,40.0,,,,Corporate,QLD,Receivable,EFT,,,,,,,Nexus Digital,INV-01173,Under review,,,,,,,,2023-01-17
184928.88,112214.84,72714.04,47324.11,,,,,,,1174,175,,,,0.3932,62.1,,,,Wholesale,QLD,Payable,Credit Card,,,,,,,Sunrise Holdings,INV-01174,Under review,,,,,,,,2023-04-20
432860.3,272745.28,160115.02,86998.86,,,,,,,1175,181,,,,0.3699,77.6,,,,Retail,VIC,Receivable,Credit Card,,,,,,,Greenfield Enterprises,INV-01175,Overdue 30 days,,,,,,,,2023-11-25
144561.74,119595.93,24965.81,28993.22,,,,,,,1176,181,,,,0.1727,18.5,,,,Retail,QLD,Accrual,Direct Debit,,,,,,,Global Tech,INV-01176,Paid on time,,,,,,,,2023-11-03
256125.0,202799.78,53325.22,58551.49,,,,,,,1177,152,,,,0.2082,41.5,,,,Wholesale,WA,Receivable,Cheque,,,,,,,Velocity Partners,INV-01177,Disputed,,,,,,,,2023-10-18
237301.63,209988.21,27313.42,67015.53,,,,,,,1178,115,,,,0.1151,101.4,,,,Corporate,QLD,Payable,Credit Card,,,,,,,Blue Ocean Pty Ltd,INV-01178,,,,,,,,,2023-09-13
306327.17,290520.69,15806.48,81883.31,,,,,,,1179,110,,,,0.0516,92.6,,,,Wholesale,QLD,Receivable,Cheque,,,,,,,Summit Consulting,INV-01179,Overdue 30 days,,,,,,,,2023-03-05
463246.92,291567.61,171679.31,132110.44,,,,,,,1180,133,,,,0.3706,62.0,,,,Retail,NSW,Payable,EFT,,,,,,,Harbour Bridge Co,INV-01180,Credit note issued,,,,,,,,2024-06-22
433954.85,398891.3,35063.55,81713.43,,,,,,,1181,199,,,,0.0808,49.3,,,,Government,VIC,Payable,Credit Card,,,,,,,Pacific Innovations,INV-01181,Disputed,,,,,,,,2024-10-09
393145.22,360042.39,33102.83,53257.12,,,,,,,1182,121,,,,0.0842,28.2,,,,Retail,WA,Payable,Direct Debit,,,,,,,Pacific Innovations,INV-01182,Overdue 30 days,,,,,,,,2024-06-10
68722.32,48593.55,20128.77,12866.5,,,,,,,1183,185,,,,0.2929,101.3,,,,Corporate,QLD,Receivable,Credit Card,,,,,,,Apex Industries,INV-01183,,,,,,,,,2023-07-21
245637.75,198008.59,47629.16,64043.6,,,,,,,1184,117,,,,0.1939,67.0,,,,Retail,QLD,Payable,Cheque,,,,,,,Titan Resources,INV-01184,Under review,,,,,,,,2024-03-25
341058.66,310499.8,30558.86,59563.19,,,,,,,1185,160,,,,0.0896,70.4,,,,Retail,QLD,Receivable,Cheque,,,,,,,Eclipse Group,INV-01185,Paid on time,,,,,,,,2023-06-24
88539.96,63394.61,25145.35,10910.66,,,,,,,1186,187,,,,0.284,21.3,,,,Corporate,VIC,Accrual,Cheque,,,,,,,Phoenix Rising,INV-01186,Under review,,,,,,,,2023-10-25
99571.34,94323.93,5247.41,11631.74,,,,,,,1187,165,,,,0.0527,115.8,,,,Government,SA,Accrual,Credit Card,,,,,,,Eclipse Group,INV-01187,Under review,,,,,,,,2023-10-19
434624.3,341223.54,93400.76,56834.62,,,,,,,1188,115,,,,0.2149,101.2,,,,Retail,NSW,Payable,Cheque,,,,,,,Global Tech,INV-01188,Paid on time,,,,,,,,2023-02-22
328675.92,245718.12,82957.8,52767.35,,,,,,,1189,139,,,,0.2524,57.9,,,,Government,WA,Payable,Cheque,,,,,,,Titan Resources,INV-01189,Under review,,,,,,,,2024-12-08
294108.15,224904.5,69203.65,84673.48,,,,,,,1190,176,,,,0.2353,23.7,,,,Government,WA,Accrual,Cheque,,,,,,,Momentum Capital,INV-01190,Under review,,,,,,,,2024-03-02
190477.04,160153.1,30323.94,43400.74,,,,,,,1191,115,,,,0.1592,119.6,,,,Corporate,VIC,Receivable,EFT,,,,,,,Titan Resources,INV-01191,,,,,,,,,2023-01-27
451593.67,411266.36,40327.31,50726.28,,,,,,,1192,140,,,,0.0893,107.1,,,,Wholesale,NSW,Payable,Direct Debit,,,,,,,Titan Resources,INV-01192,Paid on time,,,,,,,,2023-08-30
180418.88,132192.91,48225.97,51747.24,,,,,,,1193,101,,,,0.2673,90.0,,,,Wholesale,QLD,Payable,Credit Card,,,,,,,Summit Consulting,INV-01193,Overdue 30 days,,,,,,,,2023-03-25
333379.36,183492.0,149887.36,43879.28,,,,,,,1194,117,,,,0.4496,44.4,,,,Corporate,VIC,Receivable,Direct Debit,,,,,,,Delta Force Services,INV-01194,Under review,,,,,,,,2024-04-03
263339.1,247038.41,16300.69,67033.39,,,,,,,1195,179,,,,0.0619,111.1,,,,Wholesale,SA,Accrual,Direct Debit,,,,,,,Precision Works,INV-01195,,,,,,,,,2024-03-12
368747.73,216086.17,152661.56,59175.45,,,,,,,1196,169,,,,0.414,87.1,,,,Government,WA,Receivable,EFT,,,,,,,Global Tech,INV-01196,Overdue 30 days,,,,,,,,2024-10-27
202118.59,127860.22,74258.37,54282.49,,,,,,,1197,106,,,,0.3674,12.3,,,,Wholesale,NSW,Payable,EFT,,,,,,,Acme Corp,INV-01197,,,,,,,,,2024-11-20
416468.98,269996.84,146472.14,101175.7,,,,,,,1198,163,,,,0.3517,116.3,,,,Wholesale,QLD,Payable,Credit Card,,,,,,,Greenfield Enterprises,INV-01198,Disputed,,,,,,,,2023-07-07
244517.26,204000.75,40516.51,27617.32,,,,,,,1199,195,,,,0.1657,99.2,,,,Wholesale,SA,Receivable,Direct Debit,,,,,,,Crystal Clear Systems,INV-01199,,,,,,,,,2024-12-27
370989.25,266221.89,104767.36,60772.69,,,,,,,1200,123,,,,0.2824,34.1,,,,Retail,SA,Receivable,Credit Card,,,,,,,Summit Consulting,INV-01200,,,,,,,,,2023-07-16
486610.86,340335.64,146275.22,124286.87,,,,,,,1201,158,,,,0.3006,70.4,,,,Government,SA,Receivable,Direct Debit,,,,,,,Frontier Co,INV-01201,Under review,,,,,,,,2023-10-08
131290.53,78695.54,52594.99,22379.31,,,,,,,1202,158,,,,0.4006,95.1,,,,Wholesale,NSW,Accrual,Cheque,,,,,,,Eclipse Group,INV-01202,Paid on time,,,,,,,,2023-03-14
419278.39,276639.88,142638.51,99091.6,,,,,,,1203,175,,,,0.3402,30.6,,,,Retail,VIC,Payable,Credit Card,,,,,,,North Star Group,INV-01203,,,,,,,,,2024-04-23
373961.68,303469.9,70491.78,98359.09,,,,,,,1204,183,,,,0.1885,10.4,,,,Government,QLD,Receivable,Cheque,,,,,,,Eclipse Group,INV-01204,Disputed,,,,,,,,2024-11-05
310040.9,218640.84,91400.06,87614.05,,,,,,,1205,125,,,,0.2948,96.0,,,,Government,WA,Accrual,Direct Debit,,,,,,,Nexus Digital,INV-01205,Overdue 30 days,,,,,,,,2023-05-09
395913.63,338466.56,57447.07,113576.85,,,,,,,1206,141,,,,0.1451,110.3,,,,Corporate,NSW,Accrual,Cheque,,,,,,,Titan Resources,INV-01206,Disputed,,,,,,,,2024-01-03
175056.79,154312.56,20744.23,49023.77,,,,,,,1207,174,,,,0.1185,46.6,,,,Retail,VIC,Receivable,EFT,,,,,,,Frontier Co,INV-01207,Disputed,,,,,,,,2024-09-19
80294.4,66829.03,13465.37,17373.06,,,,,,,1208,126,,,,0.1677,82.5,,,,Corporate,NSW,Accrual,EFT,,,,,,,Acme Corp,INV-01208,Credit note issued,,,,,,,,2024-02-25
274047.89,222800.93,51246.96,64265.57,,,,,,,1209,154,,,,0.187,35.2,,,,Corporate,SA,Receivable,Cheque,,,,,,,Frontier Co,INV-01209,Under review,,,,,,,,2023-09-15
79198.48,67722.62,11475.86,21904.76,,,,,,,1210,118,,,,0.1449,25.5,,,,Corporate,VIC,Payable,Direct Debit,,,,,,,Phoenix Rising,INV-01210,Overdue 30 days,,,,,,,,2023-02-10
496871.1,432526.29,64344.81,144673.37,,,,,,,1211,186,,,,0.1295,29.0,,,,Retail,VIC,Accrual,EFT,,,,,,,Delta Force Services,INV-01211,Under review,,,,,,,,2024-06-22
417203.46,287244.58,129958.88,89298.46,,,,,,,1212,129,,,,0.3115,48.9,,,,Corporate,WA,Accrual,Cheque,,,,,,,Blue Ocean Pty Ltd,INV-01212,Under review,,,,,,,,2023-03-14
456421.07,353041.7,103379.37,74595.06,,,,,,,1213,174,,,,0.2265,56.5,,,,Government,VIC,Receivable,EFT,,,,,,,North Star Group,INV-01213,Credit note issued,,,,,,,,2023-07-30
157372.49,87310.26,70062.23,43990.82,,,,,,,1214,168,,,,0.4452,65.4,,,,Wholesale,VIC,Receivable,Direct Debit,,,,,,,Frontier Co,INV-01214,Disputed,,,,,,,,2024-08-18
449879.06,306232.68,143646.38,47358.49,,,,,,,1215,130,,,,0.3193,99.5,,,,Retail,SA,Receivable,Credit Card,,,,,,,Nexus Digital,INV-01215,Overdue 30 days,,,,,,,,2023-11-01
296213.74,237296.83,58916.91,35111.96,,,,,,,1216,104,,,,0.1989,110.9,,,,Wholesale,NSW,Accrual,Credit Card,,,,,,,North Star Group,INV-01216,Under review,,,,,,,,2024-12-24
163772.19,119946.75,43825.44,31042.67,,,,,,,1217,117,,,,0.2676,67.0,,,,Government,NSW,Payable,Direct Debit,,,,,,,Titan Resources,INV-01217,Overdue 30 days,,,,,,,,2024-10-18
406643.26,355162.22,51481.04,102432.48,,,,,,,1218,136,,,,0.1266,72.5,,,,Government,NSW,Receivable,Credit Card,,,,,,,Acme Corp,INV-01218,Disputed,,,,,,,,2023-07-12
339902.25,232595.11,107307.14,51380.5,,,,,,,1219,192,,,,0.3157,32.5,,,,Corporate,VIC,Receivable,EFT,,,,,,,Crystal Clear Systems,INV-01219,Disputed,,,,,,,,2023-03-09
441854.87,277529.04,164325.83,70186.77,,,,,,,1220,150,,,,0.3719,10.2,,,,Retail,QLD,Receivable,Credit Card,,,,,,,Sunrise Holdings,INV-01220,Paid on time,,,,,,,,2023-12-11
214874.11,121618.75,93255.36,41050.19,,,,,,,1221,138,,,,0.434,24.6,,,,Government,VIC,Accrual,Credit Card,,,,,,,Clarity Health,INV-01221,Paid on time,,,,,,,,2024-09-03
482043.5,376331.36,105712.14,131176.1,,,,,,,1222,188,,,,0.2193,61.1,,,,Retail,WA,Payable,EFT,,,,,,,Nexus Digital,INV-01222,Credit note issued,,,,,,,,2024-09-06
451050.04,327597.64,123452.4,97612.17,,,,,,,1223,163,,,,0.2737,88.7,,,,Government,WA,Payable,Direct Debit,,,,,,,Frontier Co,INV-01223,Overdue 30 days,,,,,,,,2024-01-15
439145.69,378938.82,60206.87,86106.19,,,,,,,1224,184,,,,0.1371,18.4,,,,Wholesale,SA,Accrual,EFT,,,,,,,Titan Resources,INV-01224,Credit note issued,,,,,,,,2023-08-17
326625.85,226253.73,100372.12,84914.97,,,,,,,1225,105,,,,0.3073,40.6,,,,Government,VIC,Receivable,Cheque,,,,,,,Greenfield Enterprises,INV-01225,Under review,,,,,,,,2024-08-24
163810.7,133243.62,30567.08,32804.45,,,,,,,1226,165,,,,0.1866,98.9,,,,Retail,WA,Accrual,Credit Card,,,,,,,Southern Cross Ltd,INV-01226,Under review,,,,,,,,2024-07-05
299984.27,202729.37,97254.9,59914.73,,,,,,,1227,174,,,,0.3242,82.3,,,,Corporate,NSW,Receivable,EFT,,,,,,,Greenfield Enterprises,INV-01227,Overdue 30 days,,,,,,,,2023-11-23
279499.45,196236.56,83262.89,78660.8,,,,,,,1228,113,,,,0.2979,94.4,,,,Corporate,VIC,Accrual,Direct Debit,,,,,,,Frontier Co,INV-01228,Paid on time,,,,,,,,2023-02-03
212763.7,178381.09,34382.61,34283.32,,,,,,,1229,124,,,,0.1616,94.4,,,,Wholesale,WA,Receivable,Cheque,,,,,,,Southern Cross Ltd,INV-01229,Under review,,,,,,,,2024-02-25
152556.7,125767.74,26788.96,28084.97,,,,,,,1230,158,,,,0.1756,10.9,,,,Retail,WA,Accrual,EFT,,,,,,,Catalyst Ventures,INV-01230,Disputed,,,,,,,,2023-07-21
256386.4,176214.37,80172.03,35171.67,,,,,,,1231,187,,,,0.3127,108.5,,,,Corporate,QLD,Accrual,Cheque,,,,,,,Catalyst Ventures,INV-01231,Paid on time,,,,,,,,2024-11-20
193824.74,162231.31,31593.43,48817.52,,,,,,,1232,104,,,,0.163,59.5,,,,Government,WA,Payable,Credit Card,,,,,,,Precision Works,INV-01232,,,,,,,,,2023-05-19
488729.56,308095.11,180634.45,123383.3,,,,,,,1233,104,,,,0.3696,91.4,,,,Government,VIC,Accrual,EFT,,,,,,,Southern Cross Ltd,INV-01233,Under review,,,,,,,,2024-09-25
189660.05,122539.36,67120.69,21547.31,,,,,,,1234,115,,,,0.3539,96.1,,,,Corporate,WA,Receivable,Direct Debit,,,,,,,Greenfield Enterprises,INV-01234,,,,,,,,,2024-05-18
291836.69,275435.47,16401.22,84258.25,,,,,,,1235,112,,,,0.0562,113.7,,,,Retail,QLD,Accrual,Direct Debit,,,,,,,Crystal Clear Systems,INV-01235,Overdue 30 days,,,,,,,,2023-03-25
284817.5,241297.39,43520.11,44056.79,,,,,,,1236,155,,,,0.1528,23.9,,,,Corporate,QLD,Payable,EFT,,,,,,,Nexus Digital,INV-01236,Disputed,,,,,,,,2024-07-30
296876.31,226219.75,70656.56,36514.62,,,,,,,1237,102,,,,0.238,117.8,,,,Government,WA,Receivable,Credit Card,,,,,,,Harbour Bridge Co,INV-01237,Paid on time,,,,,,,,2023-12-01
258459.78,240677.75,17782.03,40591.91,,,,,,,1238,137,,,,0.0688,34.7,,,,Retail,WA,Receivable,Credit Card,,,,,,,North Star Group,INV-01238,Overdue 30 days,,,,,,,,2024-11-06
240415.06,177426.31,62988.75,71733.97,,,,,,,1239,161,,,,0.262,82.3,,,,Corporate,SA,Accrual,EFT,,,,,,,Catalyst Ventures,INV-01239,Paid on time,,,,,,,,2024-10-16
399109.44,337526.85,61582.59,116580.37,,,,,,,1240,165,,,,0.1543,118.1,,,,Government,WA,Accrual,Credit Card,,,,,,,Southern Cross Ltd,INV-01240,Overdue 30 days,,,,,,,,2024-08-10
